date,symbol,performance
2025-02-17,NVDA,7.9033
2025-02-17,SPX,0.5106
2025-02-18,AAPL,7.3980
2025-02-18,GOOG,-0.7160
2025-02-18,MSFT,-0.0268
2025-02-18,NVDA,7.3629
2025-02-18,SPX,1.7191
2025-02-19,AAPL,7.5642
2025-02-19,GOOG,-0.5685
2025-02-19,MSFT,0.6186
2025-02-19,NVDA,4.2375
2025-02-19,SPX,1.2810
2025-02-20,AAPL,5.6788
2025-02-20,GOOG,-0.2299
2025-02-20,MSFT,1.1399
2025-02-20,NVDA,5.5045
2025-02-20,SPX,0.8078
2025-02-21,AAPL,3.6645
2025-02-21,GOOG,-2.0763
2025-02-21,MSFT,-0.2029
2025-02-21,NVDA,2.5088
2025-02-21,SPX,-0.6418
2025-02-24,AAPL,2.3061
2025-02-24,GOOG,-3.5608
2025-02-24,MSFT,-1.5930
2025-02-24,NVDA,-3.7032
2025-02-24,SPX,-2.1557
2025-02-25,AAPL,0.9975
2025-02-25,GOOG,-5.0837
2025-02-25,MSFT,-2.5782
2025-02-25,NVDA,-8.8009
2025-02-25,SPX,-2.6065
2025-02-26,AAPL,-1.7334
2025-02-26,GOOG,-6.5125
2025-02-26,MSFT,-2.1301
2025-02-26,NVDA,-5.4519
2025-02-26,SPX,-2.5933
2025-02-27,AAPL,-2.9329
2025-02-27,GOOG,-8.3907
2025-02-27,MSFT,-4.1768
2025-02-27,NVDA,-13.8092
2025-02-27,SPX,-4.3724
2025-02-28,AAPL,-1.2374
2025-02-28,GOOG,-7.9677
2025-02-28,MSFT,-4.2867
2025-02-28,NVDA,-10.2780
2025-02-28,SPX,-3.0867
2025-03-03,AAPL,-3.1729
2025-03-03,GOOG,-9.6335
2025-03-03,MSFT,-6.6422
2025-03-03,NVDA,-18.5925
2025-03-03,SPX,-4.3776
2025-03-04,AAPL,-3.9177
2025-03-04,GOOG,-4.9400
2025-03-04,MSFT,-4.8015
2025-03-04,NVDA,-13.7172
2025-03-04,SPX,-3.9078
2025-03-05,AAPL,-4.5973
2025-03-05,GOOG,-3.4218
2025-03-05,MSFT,-0.7376
2025-03-05,NVDA,-9.9632
2025-03-05,SPX,-2.3502
2025-03-06,AAPL,-4.7401
2025-03-06,GOOG,-1.7816
2025-03-06,MSFT,-0.2538
2025-03-06,NVDA,-12.6826
2025-03-06,SPX,-3.6393
2025-03-07,AAPL,-0.5367
2025-03-07,GOOG,0.6010
2025-03-07,MSFT,-1.6061
2025-03-07,NVDA,-14.1606
2025-03-07,SPX,-3.1205
2025-03-10,AAPL,-4.1382
2025-03-10,GOOG,-1.4100
2025-03-10,MSFT,-3.1514
2025-03-10,NVDA,-10.9613
2025-03-10,SPX,-4.2141
2025-03-11,AAPL,-8.6834
2025-03-11,GOOG,-3.6233
2025-03-11,MSFT,-4.1664
2025-03-11,NVDA,-12.9363
2025-03-11,SPX,-6.4225
2025-03-12,AAPL,-8.8434
2025-03-12,GOOG,0.2016
2025-03-12,MSFT,-1.3437
2025-03-12,NVDA,1.4729
2025-03-12,SPX,-4.2809
2025-03-13,AAPL,-11.1262
2025-03-13,GOOG,-4.5652
2025-03-13,MSFT,-2.5321
2025-03-13,NVDA,-0.3535
2025-03-13,SPX,-4.4414
2025-03-14,AAPL,-9.4384
2025-03-14,GOOG,-4.2117
2025-03-14,MSFT,-3.1071
2025-03-14,NVDA,3.7255
2025-03-14,SPX,-3.4863
2025-03-17,AAPL,-9.0639
2025-03-17,GOOG,-4.3855
2025-03-17,MSFT,-2.0635
2025-03-17,NVDA,8.1035
2025-03-17,SPX,-1.1048
2025-03-18,AAPL,-11.0344
2025-03-18,GOOG,-7.4424
2025-03-18,MSFT,-2.4891
2025-03-18,NVDA,2.4314
2025-03-18,SPX,-2.6956
2025-03-19,AAPL,-5.3807
2025-03-19,GOOG,-0.9117
2025-03-19,MSFT,2.0149
2025-03-19,NVDA,9.8523
2025-03-19,SPX,1.0817
2025-03-20,AAPL,-3.0520
2025-03-20,GOOG,-0.5603
2025-03-20,MSFT,1.6796
2025-03-20,NVDA,8.9831
2025-03-20,SPX,1.6299
2025-03-21,AAPL,0.5945
2025-03-21,GOOG,-1.6272
2025-03-21,MSFT,2.0847
2025-03-21,NVDA,1.6935
2025-03-21,SPX,1.2191
2025-03-24,AAPL,5.2699
2025-03-24,GOOG,3.1567
2025-03-24,MSFT,3.7780
2025-03-24,NVDA,5.0441
2025-03-24,SPX,4.4562
2025-03-25,AAPL,4.8058
2025-03-25,GOOG,3.0844
2025-03-25,MSFT,1.6986
2025-03-25,NVDA,-0.8055
2025-03-25,SPX,2.4421
2025-03-26,AAPL,3.5187
2025-03-26,GOOG,0.3422
2025-03-26,MSFT,0.3267
2025-03-26,NVDA,-4.8272
2025-03-26,SPX,0.6534
2025-03-27,AAPL,5.2471
2025-03-27,GOOG,0.8668
2025-03-27,MSFT,1.8408
2025-03-27,NVDA,-3.4653
2025-03-27,SPX,1.4008
2025-03-28,AAPL,1.2358
2025-03-28,GOOG,-6.1463
2025-03-28,MSFT,-2.3258
2025-03-28,NVDA,-6.6797
2025-03-28,SPX,-1.6625
2025-03-31,AAPL,3.7506
2025-03-31,GOOG,-5.3438
2025-03-31,MSFT,-2.9599
2025-03-31,NVDA,-8.5632
2025-03-31,SPX,-0.9013
2025-04-01,AAPL,2.2541
2025-04-01,GOOG,-4.4331
2025-04-01,MSFT,-2.3182
2025-04-01,NVDA,-6.4146
2025-04-01,SPX,-0.6086
2025-04-02,AAPL,1.4316
2025-04-02,GOOG,-6.5144
2025-04-02,MSFT,-2.7831
2025-04-02,NVDA,-9.0520
2025-04-02,SPX,-1.6749
2025-04-03,AAPL,-9.1888
2025-04-03,GOOG,-11.6673
2025-04-03,MSFT,-5.5800
2025-04-03,NVDA,-15.6517
2025-04-03,SPX,-6.5805
2025-04-04,AAPL,-14.9641
2025-04-04,GOOG,-11.6070
2025-04-04,MSFT,-7.7262
2025-04-04,NVDA,-17.0974
2025-04-04,SPX,-11.1712
2025-04-07,AAPL,-18.9368
2025-04-07,GOOG,-9.0444
2025-04-07,MSFT,-8.3773
2025-04-07,NVDA,-12.3755
2025-04-07,SPX,-11.0842
2025-04-08,AAPL,-20.8720
2025-04-08,GOOG,-6.0746
2025-04-08,MSFT,-6.3992
2025-04-08,NVDA,-12.1911
2025-04-08,SPX,-10.7181
2025-04-09,AAPL,-10.4803
2025-04-09,GOOG,3.0916
2025-04-09,MSFT,4.0225
2025-04-09,NVDA,5.4899
2025-04-09,SPX,-2.7611
2025-04-10,AAPL,-14.6826
2025-04-10,GOOG,-2.2092
2025-04-10,MSFT,-0.2198
2025-04-10,NVDA,-2.3423
2025-04-10,SPX,-6.4799
2025-04-11,AAPL,-11.4967
2025-04-11,GOOG,0.3399
2025-04-11,MSFT,1.6512
2025-04-11,NVDA,0.4619
2025-04-11,SPX,-5.4243
2025-04-14,AAPL,-0.3297
2025-04-14,GOOG,5.7918
2025-04-14,MSFT,3.9399
2025-04-14,NVDA,8.7525
2025-04-14,SPX,0.1751
2025-04-15,AAPL,7.3044
2025-04-15,GOOG,7.4049
2025-04-15,MSFT,7.1949
2025-04-15,NVDA,18.9694
2025-04-15,SPX,6.3568
2025-04-16,AAPL,7.0594
2025-04-16,GOOG,4.1946
2025-04-16,MSFT,3.8423
2025-04-16,NVDA,7.0156
2025-04-16,SPX,4.2165
2025-04-17,AAPL,14.2443
2025-04-17,GOOG,4.6255
2025-04-17,MSFT,3.7286
2025-04-17,NVDA,5.3894
2025-04-17,SPX,6.0193
2025-04-18,AAPL,-0.9404
2025-04-18,GOOG,-4.7808
2025-04-18,MSFT,-5.8158
2025-04-18,NVDA,-11.2306
2025-04-18,SPX,-3.1923
2025-04-21,AAPL,1.4389
2025-04-21,GOOG,-3.5464
2025-04-21,MSFT,-5.8293
2025-04-21,NVDA,-9.9098
2025-04-21,SPX,-2.0852
2025-04-22,AAPL,0.8024
2025-04-22,GOOG,-3.4504
2025-04-22,MSFT,-5.5683
2025-04-22,NVDA,-10.8537
2025-04-22,SPX,-1.4096
2025-04-23,AAPL,1.0271
2025-04-23,GOOG,-2.3224
2025-04-23,MSFT,-3.4605
2025-04-23,NVDA,-7.2261
2025-04-23,SPX,-0.5570
2025-04-24,AAPL,3.0820
2025-04-24,GOOG,1.7583
2025-04-24,MSFT,0.4070
2025-04-24,NVDA,-5.1426
2025-04-24,SPX,1.6332
2025-04-25,AAPL,7.7264
2025-04-25,GOOG,5.3698
2025-04-25,MSFT,5.4466
2025-04-25,NVDA,6.2398
2025-04-25,SPX,4.7294
2025-04-28,AAPL,6.6809
2025-04-28,GOOG,5.9077
2025-04-28,MSFT,6.3571
2025-04-28,NVDA,7.1337
2025-04-28,SPX,4.6577
2025-04-29,AAPL,7.2241
2025-04-29,GOOG,5.6729
2025-04-29,MSFT,7.1401
2025-04-29,NVDA,7.4195
2025-04-29,SPX,5.2649
2025-04-30,AAPL,10.0124
2025-04-30,GOOG,7.3602
2025-04-30,MSFT,10.0635
2025-04-30,NVDA,12.3929
2025-04-30,SPX,7.9652
2025-05-01,AAPL,6.7988
2025-05-01,GOOG,5.7765
2025-05-01,MSFT,15.9697
2025-05-01,NVDA,12.8628
2025-05-01,SPX,5.9833
2025-05-02,AAPL,0.3666
2025-05-02,GOOG,5.1293
2025-05-02,MSFT,16.2638
2025-05-02,NVDA,11.4789
2025-05-02,SPX,5.7816
2025-05-05,AAPL,-4.5496
2025-05-05,GOOG,2.8364
2025-05-05,MSFT,12.6181
2025-05-05,NVDA,6.9435
2025-05-05,SPX,3.0195
2025-05-06,AAPL,-5.1462
2025-05-06,GOOG,0.8239
2025-05-06,MSFT,10.5806
2025-05-06,NVDA,2.2791
2025-05-06,SPX,1.4787
2025-05-07,AAPL,-6.6099
2025-05-07,GOOG,-5.9229
2025-05-07,MSFT,10.7859
2025-05-07,NVDA,7.6612
2025-05-07,SPX,1.8545
2025-05-08,AAPL,-6.4959
2025-05-08,GOOG,-3.8936
2025-05-08,MSFT,11.1994
2025-05-08,NVDA,7.6591
2025-05-08,SPX,1.8542
2025-05-09,AAPL,-6.5741
2025-05-09,GOOG,-4.0462
2025-05-09,MSFT,10.9978
2025-05-09,NVDA,7.0970
2025-05-09,SPX,1.6313
2025-05-12,AAPL,-1.1860
2025-05-12,GOOG,-1.9719
2025-05-12,MSFT,5.6088
2025-05-12,NVDA,10.2052
2025-05-12,SPX,4.2834
2025-05-13,AAPL,3.6913
2025-05-13,GOOG,-2.9673
2025-05-13,MSFT,3.1842
2025-05-13,NVDA,13.4760
2025-05-13,SPX,3.5149
2025-05-14,AAPL,6.7575
2025-05-14,GOOG,0.4577
2025-05-14,MSFT,3.8448
2025-05-14,NVDA,18.9070
2025-05-14,SPX,4.2864
2025-05-15,AAPL,6.5186
2025-05-15,GOOG,0.1211
2025-05-15,MSFT,4.5741
2025-05-15,NVDA,18.7511
2025-05-15,SPX,5.5292
2025-05-16,AAPL,7.6484
2025-05-16,GOOG,9.5746
2025-05-16,MSFT,4.8275
2025-05-16,NVDA,15.6672
2025-05-16,SPX,5.8086
2025-05-19,AAPL,5.7167
2025-05-19,GOOG,7.7817
2025-05-19,MSFT,4.7242
2025-05-19,NVDA,15.5065
2025-05-19,SPX,5.2907
2025-05-20,AAPL,4.1958
2025-05-20,GOOG,7.0864
2025-05-20,MSFT,4.4310
2025-05-20,NVDA,15.1993
2025-05-20,SPX,4.9568
2025-05-21,AAPL,-4.1273
2025-05-21,GOOG,6.5672
2025-05-21,MSFT,0.7368
2025-05-21,NVDA,7.1545
2025-05-21,SPX,0.0072
2025-05-22,AAPL,-5.4337
2025-05-22,GOOG,6.8929
2025-05-22,MSFT,1.2735
2025-05-22,NVDA,2.2320
2025-05-22,SPX,-0.7566
2025-05-23,AAPL,-8.0347
2025-05-23,GOOG,1.6666
2025-05-23,MSFT,-0.6094
2025-05-23,NVDA,-2.9925
2025-05-23,SPX,-1.5233
2025-05-26,AAPL,-7.6519
2025-05-26,GOOG,2.5333
2025-05-26,MSFT,-0.6510
2025-05-26,NVDA,-2.6255
2025-05-26,SPX,-1.9285
2025-05-27,AAPL,-5.2305
2025-05-27,GOOG,3.9121
2025-05-27,MSFT,1.4133
2025-05-27,NVDA,0.0739
2025-05-27,SPX,-0.6183
2025-05-28,AAPL,-4.0042
2025-05-28,GOOG,3.2823
2025-05-28,MSFT,-0.3291
2025-05-28,NVDA,-0.5606
2025-05-28,SPX,-1.2585
2025-05-29,AAPL,-3.3404
2025-05-29,GOOG,4.6213
2025-05-29,MSFT,0.1113
2025-05-29,NVDA,3.5794
2025-05-29,SPX,-0.4762
2025-05-30,AAPL,-0.6136
2025-05-30,GOOG,1.6406
2025-05-30,MSFT,1.7213
2025-05-30,NVDA,2.5266
2025-05-30,SPX,1.1477
2025-06-02,AAPL,0.1689
2025-06-02,GOOG,-0.9362
2025-06-02,MSFT,1.5631
2025-06-02,NVDA,3.4254
2025-06-02,SPX,1.6078
2025-06-03,AAPL,4.0969
2025-06-03,GOOG,-1.1086
2025-06-03,MSFT,2.8411
2025-06-03,NVDA,7.5634
2025-06-03,SPX,2.8874
2025-06-04,AAPL,3.8664
2025-06-04,GOOG,-0.1179
2025-06-04,MSFT,3.0410
2025-06-04,NVDA,8.0966
2025-06-04,SPX,2.8950
2025-06-05,AAPL,0.2098
2025-06-05,GOOG,-2.3968
2025-06-05,MSFT,1.5173
2025-06-05,NVDA,3.3137
2025-06-05,SPX,0.2999
2025-06-06,AAPL,1.7463
2025-06-06,GOOG,0.8882
2025-06-06,MSFT,2.8468
2025-06-06,NVDA,5.1257
2025-06-06,SPX,1.8988
2025-06-09,AAPL,0.7502
2025-06-09,GOOG,2.7000
2025-06-09,MSFT,3.0675
2025-06-09,NVDA,2.4714
2025-06-09,SPX,1.5850
2025-06-10,AAPL,0.9061
2025-06-10,GOOG,4.1423
2025-06-10,MSFT,2.2939
2025-06-10,NVDA,6.5344
2025-06-10,SPX,2.1503
2025-06-11,AAPL,-1.4477
2025-06-11,GOOG,4.9422
2025-06-11,MSFT,2.3053
2025-06-11,NVDA,3.9671
2025-06-11,SPX,1.4539
2025-06-12,AAPL,-2.0023
2025-06-12,GOOG,5.5214
2025-06-12,MSFT,3.4343
2025-06-12,NVDA,2.6767
2025-06-12,SPX,1.2544
2025-06-13,AAPL,-3.1407
2025-06-13,GOOG,3.8314
2025-06-13,MSFT,2.3908
2025-06-13,NVDA,0.0352
2025-06-13,SPX,0.1032
2025-06-16,AAPL,-1.1015
2025-06-16,GOOG,4.7877
2025-06-16,MSFT,2.4504
2025-06-16,NVDA,3.3574
2025-06-16,SPX,1.5795
2025-06-17,AAPL,-4.0604
2025-06-17,GOOG,1.3206
2025-06-17,MSFT,1.6285
2025-06-17,NVDA,1.6935
2025-06-17,SPX,-0.2940
2025-06-18,AAPL,-2.4175
2025-06-18,GOOG,-2.0548
2025-06-18,MSFT,1.5843
2025-06-18,NVDA,1.9982
2025-06-18,SPX,-0.4164
2025-06-19,AAPL,-3.0049
2025-06-19,GOOG,-3.3498
2025-06-19,MSFT,1.9791
2025-06-19,NVDA,1.0558
2025-06-19,SPX,-0.9595
2025-06-20,AAPL,1.1168
2025-06-20,GOOG,-6.1860
2025-06-20,MSFT,1.0114
2025-06-20,NVDA,0.7141
2025-06-20,SPX,-0.9033
2025-06-23,AAPL,1.1546
2025-06-23,GOOG,-6.1931
2025-06-23,MSFT,1.4889
2025-06-23,NVDA,-0.5724
2025-06-23,SPX,-0.3323
2025-06-24,AAPL,1.9598
2025-06-24,GOOG,-4.6282
2025-06-24,MSFT,3.1897
2025-06-24,NVDA,4.1769
2025-06-24,SPX,1.9276
2025-06-25,AAPL,1.5825
2025-06-25,GOOG,-3.6248
2025-06-25,MSFT,2.7403
2025-06-25,NVDA,6.6487
2025-06-25,SPX,0.9788
2025-06-26,AAPL,2.7397
2025-06-26,GOOG,-1.5799
2025-06-26,MSFT,4.0603
2025-06-26,NVDA,7.5631
2025-06-26,SPX,2.6460
2025-06-27,AAPL,2.2891
2025-06-27,GOOG,2.4658
2025-06-27,MSFT,3.2692
2025-06-27,NVDA,8.4341
2025-06-27,SPX,3.2136
2025-06-30,AAPL,4.3697
2025-06-30,GOOG,1.9600
2025-06-30,MSFT,3.5753
2025-06-30,NVDA,8.5991
2025-06-30,SPX,3.7466
2025-07-01,AAPL,3.3930
2025-07-01,GOOG,5.4731
2025-07-01,MSFT,3.0687
2025-07-01,NVDA,6.5693
2025-07-01,SPX,3.8568
2025-07-02,AAPL,5.4293
2025-07-02,GOOG,8.2826
2025-07-02,MSFT,1.0473
2025-07-02,NVDA,9.0726
2025-07-02,SPX,3.3568
2025-07-03,AAPL,6.6151
2025-07-03,GOOG,7.6368
2025-07-03,MSFT,1.7812
2025-07-03,NVDA,7.7350
2025-07-03,SPX,3.0723
2025-07-07,AAPL,4.1625
2025-07-07,GOOG,3.5396
2025-07-07,MSFT,1.1071
2025-07-07,NVDA,2.5468
2025-07-07,SPX,2.2623
2025-07-08,AAPL,4.4826
2025-07-08,GOOG,0.4185
2025-07-08,MSFT,-0.1669
2025-07-08,NVDA,3.2125
2025-07-08,SPX,1.3760
2025-07-09,AAPL,5.0030
2025-07-09,GOOG,-0.3422
2025-07-09,MSFT,1.5264
2025-07-09,NVDA,3.2520
2025-07-09,SPX,1.4610
2025-07-10,AAPL,3.5288
2025-07-10,GOOG,0.7385
2025-07-10,MSFT,0.8182
2025-07-10,NVDA,3.8673
2025-07-10,SPX,1.2169
2025-07-11,AAPL,1.6072
2025-07-11,GOOG,2.4871
2025-07-11,MSFT,2.2904
2025-07-11,NVDA,7.5799
2025-07-11,SPX,0.9961
2025-07-14,AAPL,-1.7982
2025-07-14,GOOG,1.6967
2025-07-14,MSFT,2.4293
2025-07-14,NVDA,4.3370
2025-07-14,SPX,0.6606
2025-07-15,AAPL,-2.0791
2025-07-15,GOOG,1.4124
2025-07-15,MSFT,1.3992
2025-07-15,NVDA,7.1294
2025-07-15,SPX,-0.5668
2025-07-16,AAPL,0.1000
2025-07-16,GOOG,3.4974
2025-07-16,MSFT,1.5872
2025-07-16,NVDA,8.2975
2025-07-16,SPX,0.5413
2025-07-17,AAPL,0.0048
2025-07-17,GOOG,5.4464
2025-07-17,MSFT,3.0365
2025-07-17,NVDA,8.1250
2025-07-17,SPX,1.1540
2025-07-18,AAPL,0.0189
2025-07-18,GOOG,4.6606
2025-07-18,MSFT,1.2989
2025-07-18,NVDA,5.8509
2025-07-18,SPX,0.5353
2025-07-21,AAPL,0.0330
2025-07-21,GOOG,6.9670
2025-07-21,MSFT,1.7109
2025-07-21,NVDA,4.4363
2025-07-21,SPX,0.4003
2025-07-22,AAPL,1.5344
2025-07-22,GOOG,5.9566
2025-07-22,MSFT,0.3874
2025-07-22,NVDA,1.2794
2025-07-22,SPX,0.7967
2025-07-23,AAPL,2.6508
2025-07-23,GOOG,4.7590
2025-07-23,MSFT,0.5666
2025-07-23,NVDA,4.0897
2025-07-23,SPX,1.4413
2025-07-24,AAPL,2.2237
2025-07-24,GOOG,5.5161
2025-07-24,MSFT,1.0004
2025-07-24,NVDA,1.7809
2025-07-24,SPX,1.9154
2025-07-25,AAPL,1.7701
2025-07-25,GOOG,5.6103
2025-07-25,MSFT,1.6000
2025-07-25,NVDA,1.2429
2025-07-25,SPX,1.9947
2025-07-28,AAPL,1.9189
2025-07-28,GOOG,4.7212
2025-07-28,MSFT,0.1563
2025-07-28,NVDA,2.1676
2025-07-28,SPX,1.4674
2025-07-29,AAPL,0.0426
2025-07-29,GOOG,5.6416
2025-07-29,MSFT,0.4941
2025-07-29,NVDA,1.7980
2025-07-29,SPX,1.1763
2025-07-30,AAPL,-1.6143
2025-07-30,GOOG,3.2906
2025-07-30,MSFT,0.6235
2025-07-30,NVDA,4.6038
2025-07-30,SPX,0.9087
2025-07-31,AAPL,-3.1856
2025-07-31,GOOG,0.3904
2025-07-31,MSFT,5.5871
2025-07-31,NVDA,6.4899
2025-07-31,SPX,0.4718
2025-08-01,AAPL,-5.4961
2025-08-01,GOOG,-0.8146
2025-08-01,MSFT,3.6057
2025-08-01,NVDA,1.7215
2025-08-01,SPX,-1.9013
2025-08-04,AAPL,-4.8699
2025-08-04,GOOG,1.3199
2025-08-04,MSFT,4.8465
2025-08-04,NVDA,3.6031
2025-08-04,SPX,-0.5250
2025-08-05,AAPL,-5.1244
2025-08-05,GOOG,0.6389
2025-08-05,MSFT,2.7331
2025-08-05,NVDA,2.7435
2025-08-05,SPX,-1.4001
2025-08-06,AAPL,-0.3737
2025-08-06,GOOG,1.8095
2025-08-06,MSFT,2.4273
2025-08-06,NVDA,1.5106
2025-08-06,SPX,-0.6997
2025-08-07,AAPL,4.1464
2025-08-07,GOOG,0.4327
2025-08-07,MSFT,1.6134
2025-08-07,NVDA,2.9970
2025-08-07,SPX,-0.4844
2025-08-08,AAPL,9.7106
2025-08-08,GOOG,2.3551
2025-08-08,MSFT,1.7146
2025-08-08,NVDA,1.9133
2025-08-08,SPX,0.4173
2025-08-11,AAPL,9.4474
2025-08-11,GOOG,4.5473
2025-08-11,MSFT,-2.1987
2025-08-11,NVDA,2.3557
2025-08-11,SPX,0.5373
2025-08-12,AAPL,13.4747
2025-08-12,GOOG,7.4809
2025-08-12,MSFT,0.9788
2025-08-12,NVDA,5.4340
2025-08-12,SPX,3.3304
2025-08-13,AAPL,14.7431
2025-08-13,GOOG,3.7190
2025-08-13,MSFT,-2.8116
2025-08-13,NVDA,0.8833
2025-08-13,SPX,2.1586
2025-08-14,AAPL,14.7152
2025-08-14,GOOG,4.3518
2025-08-14,MSFT,-0.9986
2025-08-14,NVDA,2.1093
2025-08-14,SPX,2.6884
2025-08-15,AAPL,8.6002
2025-08-15,GOOG,4.0575
2025-08-15,MSFT,-0.9087
2025-08-15,NVDA,0.5741
2025-08-15,SPX,1.6507
2025-08-18,AAPL,4.9357
2025-08-18,GOOG,3.5533
2025-08-18,MSFT,-0.7181
2025-08-18,NVDA,0.6860
2025-08-18,SPX,1.7216
2025-08-19,AAPL,0.5276
2025-08-19,GOOG,0.1979
2025-08-19,MSFT,-2.3504
2025-08-19,NVDA,-3.8643
2025-08-19,SPX,0.3431
2025-08-20,AAPL,-0.5150
2025-08-20,GOOG,-0.7142
2025-08-20,MSFT,-3.0761
2025-08-20,NVDA,-3.6581
2025-08-20,SPX,0.3504
2025-08-21,AAPL,-2.0684
2025-08-21,GOOG,-1.7339
2025-08-21,MSFT,-4.7238
2025-08-21,NVDA,-4.4660
2025-08-21,SPX,-1.1727
2025-08-22,AAPL,-2.3872
2025-08-22,GOOG,1.8175
2025-08-22,MSFT,-2.5644
2025-08-22,NVDA,-1.9825
2025-08-22,SPX,0.0051
2025-08-25,AAPL,-2.4143
2025-08-25,GOOG,2.6200
2025-08-25,MSFT,-3.4872
2025-08-25,NVDA,-1.2142
2025-08-25,SPX,-0.4517
2025-08-26,AAPL,-0.9845
2025-08-26,GOOG,1.4836
2025-08-26,MSFT,-3.4854
2025-08-26,NVDA,0.7315
2025-08-26,SPX,0.2502
2025-08-27,AAPL,-0.1732
2025-08-27,GOOG,1.9188
2025-08-27,MSFT,-2.0035
2025-08-27,NVDA,-0.2253
2025-08-27,SPX,0.5001
2025-08-28,AAPL,0.8675
2025-08-28,GOOG,4.8793
2025-08-28,MSFT,-0.0255
2025-08-28,NVDA,2.5791
2025-08-28,SPX,1.4114
2025-08-29,AAPL,2.7123
2025-08-29,GOOG,6.6637
2025-08-29,MSFT,0.1918
2025-08-29,NVDA,-0.6956
2025-08-29,SPX,1.0082
2025-09-01,AAPL,3.2192
2025-09-01,GOOG,6.4351
2025-09-01,MSFT,0.4859
2025-09-01,NVDA,-0.4572
2025-09-01,SPX,1.4142
2025-09-02,AAPL,0.8606
2025-09-02,GOOG,2.5493
2025-09-02,MSFT,-0.4160
2025-09-02,NVDA,-4.0508
2025-09-02,SPX,-0.7944
2025-09-03,AAPL,4.9789
2025-09-03,GOOG,10.4896
2025-09-03,MSFT,0.2162
2025-09-03,NVDA,-5.1110
2025-09-03,SPX,0.1388
2025-09-04,AAPL,4.5659
2025-09-04,GOOG,11.8827
2025-09-04,MSFT,1.1812
2025-09-04,NVDA,-5.5620
2025-09-04,SPX,0.5589
2025-09-05,AAPL,3.9915
2025-09-05,GOOG,12.9485
2025-09-05,MSFT,-2.3168
2025-09-05,NVDA,-8.0286
2025-09-05,SPX,0.0015
2025-09-08,AAPL,2.2876
2025-09-08,GOOG,10.2604
2025-09-08,MSFT,-2.2447
2025-09-08,NVDA,-6.5827
2025-09-08,SPX,-0.1032
2025-09-09,AAPL,0.9520
2025-09-09,GOOG,12.3683
2025-09-09,MSFT,-1.6341
2025-09-09,NVDA,-1.9635
2025-09-09,SPX,0.8103
2025-09-10,AAPL,-2.3046
2025-09-10,GOOG,12.1903
2025-09-10,MSFT,-1.2473
2025-09-10,NVDA,1.8085
2025-09-10,SPX,1.1111
2025-09-11,AAPL,0.1349
2025-09-11,GOOG,13.5808
2025-09-11,MSFT,-0.8137
2025-09-11,NVDA,3.7417
2025-09-11,SPX,2.6799
2025-09-12,AAPL,-1.8451
2025-09-12,GOOG,4.4483
2025-09-12,MSFT,0.9004
2025-09-12,NVDA,4.2199
2025-09-12,SPX,2.1096
2025-09-15,AAPL,-1.2845
2025-09-15,GOOG,8.2094
2025-09-15,MSFT,1.4548
