date,symbol,performance
2025-10-16,SPX,1.9531
2025-10-17,AAPL,5.2568
2025-10-17,GOOG,7.9177
2025-10-17,MSFT,3.7535
2025-10-17,NVDA,9.6994
2025-10-17,SPX,2.8159
2025-10-20,AAPL,10.2405
2025-10-20,GOOG,9.7626
2025-10-20,MSFT,3.7314
2025-10-20,NVDA,8.5141
2025-10-20,SPX,3.6948
2025-10-21,AAPL,12.1272
2025-10-21,GOOG,4.7512
2025-10-21,MSFT,3.8623
2025-10-21,NVDA,6.0904
2025-10-21,SPX,3.4201
2025-10-22,AAPL,13.9601
2025-10-22,GOOG,5.4141
2025-10-22,MSFT,4.0310
2025-10-22,NVDA,1.6636
2025-10-22,SPX,2.5621
2025-10-23,AAPL,12.8462
2025-10-23,GOOG,5.3784
2025-10-23,MSFT,3.9021
2025-10-23,NVDA,2.8165
2025-10-23,SPX,2.2918
2025-10-24,AAPL,12.2827
2025-10-24,GOOG,7.9253
2025-10-24,MSFT,2.6888
2025-10-24,NVDA,4.7464
2025-10-24,SPX,3.1499
2025-10-27,AAPL,13.5657
2025-10-27,GOOG,7.2172
2025-10-27,MSFT,3.1357
2025-10-27,NVDA,7.7300
2025-10-27,SPX,3.9285
2025-10-28,AAPL,12.9540
2025-10-28,GOOG,6.7656
2025-10-28,MSFT,6.4887
2025-10-28,NVDA,14.9531
2025-10-28,SPX,4.3006
2025-10-29,AAPL,12.8499
2025-10-29,GOOG,10.1341
2025-10-29,MSFT,6.1821
2025-10-29,NVDA,21.5808
2025-10-29,SPX,4.3973
2025-10-30,AAPL,14.0911
2025-10-30,GOOG,11.7188
2025-10-30,MSFT,3.4045
2025-10-30,NVDA,15.1214
2025-10-30,SPX,2.8706
2025-10-31,AAPL,10.1303
2025-10-31,GOOG,10.4137
2025-10-31,MSFT,-0.0232
2025-10-31,NVDA,14.6148
2025-10-31,SPX,2.6385
2025-11-03,AAPL,5.0648
2025-11-03,GOOG,12.3537
2025-11-03,MSFT,0.5015
2025-11-03,NVDA,12.6736
2025-11-03,SPX,2.3637
2025-11-04,AAPL,6.1353
2025-11-04,GOOG,10.1926
2025-11-04,MSFT,1.0015
2025-11-04,NVDA,11.3546
2025-11-04,SPX,1.7220
2025-11-05,AAPL,7.0667
2025-11-05,GOOG,14.8973
2025-11-05,MSFT,-0.5861
2025-11-05,NVDA,10.3068
2025-11-05,SPX,2.3851
2025-11-06,AAPL,5.0220
2025-11-06,GOOG,15.7237
2025-11-06,MSFT,-1.9585
2025-11-06,NVDA,5.8473
2025-11-06,SPX,1.7503
2025-11-07,AAPL,5.0928
2025-11-07,GOOG,13.1564
2025-11-07,MSFT,-2.8624
2025-11-07,NVDA,5.5895
2025-11-07,SPX,1.2809
2025-11-10,AAPL,5.8955
2025-11-10,GOOG,18.9188
2025-11-10,MSFT,-1.6712
2025-11-10,NVDA,9.4583
2025-11-10,SPX,2.5704
2025-11-11,AAPL,8.0980
2025-11-11,GOOG,19.7865
2025-11-11,MSFT,-1.7897
2025-11-11,NVDA,3.5266
2025-11-11,SPX,2.3645
2025-11-12,AAPL,7.0542
2025-11-12,GOOG,17.0604
2025-11-12,MSFT,-1.6490
2025-11-12,NVDA,3.5035
2025-11-12,SPX,2.0819
2025-11-13,AAPL,6.1525
2025-11-13,GOOG,13.2654
2025-11-13,MSFT,-2.4140
2025-11-13,NVDA,-1.0747
2025-11-13,SPX,0.3297
2025-11-14,AAPL,5.5771
2025-11-14,GOOG,12.3879
2025-11-14,MSFT,-1.3859
2025-11-14,NVDA,1.3591
2025-11-14,SPX,0.2728
2025-11-17,AAPL,4.1957
2025-11-17,GOOG,13.5541
2025-11-17,MSFT,-3.9881
2025-11-17,NVDA,0.5713
2025-11-17,SPX,-1.0069
2025-11-18,AAPL,4.2732
2025-11-18,GOOG,15.3077
2025-11-18,MSFT,-5.7617
2025-11-18,NVDA,-1.9888
2025-11-18,SPX,-1.4486
2025-11-19,AAPL,4.0688
2025-11-19,GOOG,19.3636
2025-11-19,MSFT,-7.1887
2025-11-19,NVDA,-1.3696
2025-11-19,SPX,-1.6518
2025-11-20,AAPL,4.8063
2025-11-20,GOOG,19.7226
2025-11-20,MSFT,-8.4169
2025-11-20,NVDA,-6.1951
2025-11-20,SPX,-2.9153
2025-11-21,AAPL,10.6903
2025-11-21,GOOG,26.1737
2025-11-21,MSFT,-7.6014
2025-11-21,NVDA,-2.3368
2025-11-21,SPX,0.7704
2025-11-24,AAPL,11.4108
2025-11-24,GOOG,30.1790
2025-11-24,MSFT,-7.7911
2025-11-24,NVDA,-3.0639
2025-11-24,SPX,0.7574
2025-11-25,AAPL,11.7851
2025-11-25,GOOG,31.4594
2025-11-25,MSFT,-7.1227
2025-11-25,NVDA,-1.2276
2025-11-25,SPX,1.8297
2025-11-26,AAPL,11.3139
2025-11-26,GOOG,27.2417
2025-11-26,MSFT,-5.4399
2025-11-26,NVDA,0.2391
2025-11-26,SPX,2.1219
2025-11-27,AAPL,12.1641
2025-11-27,GOOG,27.1558
2025-11-27,MSFT,-5.1035
2025-11-27,NVDA,-0.8525
2025-11-27,SPX,2.7687
2025-11-28,AAPL,10.5276
2025-11-28,GOOG,26.1358
2025-11-28,MSFT,-4.1999
2025-11-28,NVDA,-3.3948
2025-11-28,SPX,2.7773
2025-12-01,AAPL,7.9545
2025-12-01,GOOG,22.6052
2025-12-01,MSFT,-5.8147
2025-12-01,NVDA,-1.4893
2025-12-01,SPX,1.1507
2025-12-02,AAPL,8.9127
2025-12-02,GOOG,25.7341
2025-12-02,MSFT,-5.3433
2025-12-02,NVDA,0.1656
2025-12-02,SPX,1.3959
2025-12-03,AAPL,9.9439
2025-12-03,GOOG,26.9631
2025-12-03,MSFT,-8.2242
2025-12-03,NVDA,-0.3827
2025-12-03,SPX,2.2438
2025-12-04,AAPL,8.1362
2025-12-04,GOOG,25.4838
2025-12-04,MSFT,-7.6302
2025-12-04,NVDA,0.6697
2025-12-04,SPX,1.7612
2025-12-05,AAPL,6.0726
2025-12-05,GOOG,23.6382
2025-12-05,MSFT,-7.7252
2025-12-05,NVDA,-2.0670
2025-12-05,SPX,1.1589
2025-12-08,AAPL,3.3779
2025-12-08,GOOG,16.4932
2025-12-08,MSFT,-7.6197
2025-12-08,NVDA,-3.1020
2025-12-08,SPX,-0.4167
2025-12-09,AAPL,3.0409
2025-12-09,GOOG,18.3735
2025-12-09,MSFT,-9.2331
2025-12-09,NVDA,-7.9889
2025-12-09,SPX,-0.7311
2025-12-10,AAPL,3.3667
2025-12-10,GOOG,16.6552
2025-12-10,MSFT,-11.6314
2025-12-10,NVDA,-11.2345
2025-12-10,SPX,-0.0567
2025-12-11,AAPL,2.4429
2025-12-11,GOOG,11.2806
2025-12-11,MSFT,-8.0436
2025-12-11,NVDA,-10.8236
2025-12-11,SPX,1.1530
2025-12-12,AAPL,2.9256
2025-12-12,GOOG,10.1838
2025-12-12,MSFT,-7.5858
2025-12-12,NVDA,-13.5661
2025-12-12,SPX,-0.1870
2025-12-15,AAPL,1.8807
2025-12-15,GOOG,8.8695
2025-12-15,MSFT,-8.1639
2025-12-15,NVDA,-14.7863
2025-12-15,SPX,-0.5175
2025-12-16,AAPL,1.6923
2025-12-16,GOOG,10.6704
2025-12-16,MSFT,-7.3766
2025-12-16,NVDA,-10.5541
2025-12-16,SPX,0.4240
2025-12-17,AAPL,0.6293
2025-12-17,GOOG,4.6743
2025-12-17,MSFT,-6.1204
2025-12-17,NVDA,-12.4328
2025-12-17,SPX,-1.1015
2025-12-18,AAPL,0.8971
2025-12-18,GOOG,6.4520
2025-12-18,MSFT,-2.6393
2025-12-18,NVDA,-7.4117
2025-12-18,SPX,0.8101
2025-12-19,AAPL,1.9369
2025-12-19,GOOG,10.3361
2025-12-19,MSFT,-2.1940
2025-12-19,NVDA,-3.8055
2025-12-19,SPX,1.5709
2025-12-22,AAPL,0.5716
2025-12-22,GOOG,7.1372
2025-12-22,MSFT,-4.1660
2025-12-22,NVDA,-7.7167
2025-12-22,SPX,0.6741
2025-12-23,AAPL,-1.0500
2025-12-23,GOOG,8.2059
2025-12-23,MSFT,-4.2915
2025-12-23,NVDA,-2.0449
2025-12-23,SPX,0.9228
2025-12-24,AAPL,0.1243
2025-12-24,GOOG,9.8250
2025-12-24,MSFT,-4.5232
2025-12-24,NVDA,-2.6780
2025-12-24,SPX,1.1842
2025-12-25,AAPL,0.3151
2025-12-25,GOOG,13.0947
2025-12-25,MSFT,-3.0340
2025-12-25,NVDA,0.9365
2025-12-25,SPX,2.8877
2025-12-26,AAPL,0.3634
2025-12-26,GOOG,13.7122
2025-12-26,MSFT,-4.4043
2025-12-26,NVDA,0.1893
2025-12-26,SPX,2.9080
2025-12-29,AAPL,2.3555
2025-12-29,GOOG,10.0805
2025-12-29,MSFT,-4.0178
2025-12-29,NVDA,0.8682
2025-12-29,SPX,3.4969
2025-12-30,AAPL,2.1089
2025-12-30,GOOG,10.3839
2025-12-30,MSFT,-1.2779
2025-12-30,NVDA,3.4076
2025-12-30,SPX,4.2150
2025-12-31,AAPL,1.2288
2025-12-31,GOOG,7.1026
2025-12-31,MSFT,-0.7185
2025-12-31,NVDA,-0.0107
2025-12-31,SPX,3.0614
2026-01-01,AAPL,2.1070
2026-01-01,GOOG,8.2144
2026-01-01,MSFT,1.0848
2026-01-01,NVDA,3.2440
2026-01-01,SPX,4.6911
2026-01-02,AAPL,-0.1768
2026-01-02,GOOG,5.2294
2026-01-02,MSFT,0.1737
2026-01-02,NVDA,5.5736
2026-01-02,SPX,3.8692
2026-01-05,AAPL,-3.1386
2026-01-05,GOOG,-0.3611
2026-01-05,MSFT,-0.2426
2026-01-05,NVDA,3.0512
2026-01-05,SPX,2.9370
2026-01-06,AAPL,-5.2749
2026-01-06,GOOG,-2.8087
2026-01-06,MSFT,0.3187
2026-01-06,NVDA,5.2975
2026-01-06,SPX,2.6447
2026-01-07,AAPL,-6.2043
2026-01-07,GOOG,0.6713
2026-01-07,MSFT,-0.4181
2026-01-07,NVDA,4.9096
2026-01-07,SPX,1.5900
2026-01-08,AAPL,-6.6691
2026-01-08,GOOG,1.7891
2026-01-08,MSFT,-1.5221
2026-01-08,NVDA,2.6517
2026-01-08,SPX,1.5978
2026-01-09,AAPL,-6.9858
2026-01-09,GOOG,2.8177
2026-01-09,MSFT,-2.5873
2026-01-09,NVDA,4.4407
2026-01-09,SPX,1.7110
2026-01-12,AAPL,-8.0714
2026-01-12,GOOG,5.5883
2026-01-12,MSFT,-1.9641
2026-01-12,NVDA,2.7901
2026-01-12,SPX,2.4167
2026-01-13,AAPL,-8.7844
2026-01-13,GOOG,6.4585
2026-01-13,MSFT,-3.9449
2026-01-13,NVDA,2.3972
2026-01-13,SPX,1.9675
2026-01-14,AAPL,-8.5131
2026-01-14,GOOG,4.8936
2026-01-14,MSFT,-3.8411
2026-01-14,NVDA,1.9767
2026-01-14,SPX,1.1224
2026-01-15,AAPL,-8.0121
2026-01-15,GOOG,4.6390
2026-01-15,MSFT,-5.0287
2026-01-15,NVDA,2.0013
2026-01-15,SPX,1.2739
2026-01-16,AAPL,-8.3399
2026-01-16,GOOG,2.5614
2026-01-16,MSFT,-4.8224
2026-01-16,NVDA,2.0942
2026-01-16,SPX,1.0132
2026-01-19,AAPL,-8.0463
2026-01-19,GOOG,5.0533
2026-01-19,MSFT,-6.3460
2026-01-19,NVDA,0.3665
2026-01-19,SPX,1.3657
