date,symbol,performance
2025-05-01,NVDA,-5.8382
2025-05-01,SPX,-1.0375
2025-05-02,AAPL,-5.9193
2025-05-02,GOOG,-0.2647
2025-05-02,MSFT,11.2508
2025-05-02,NVDA,-2.7188
2025-05-02,SPX,0.3372
2025-05-05,AAPL,-9.8944
2025-05-05,GOOG,-2.2833
2025-05-05,MSFT,10.9621
2025-05-05,NVDA,-6.2515
2025-05-05,SPX,-2.0319
2025-05-06,AAPL,-11.2804
2025-05-06,GOOG,-4.3926
2025-05-06,MSFT,9.6543
2025-05-06,NVDA,-5.9243
2025-05-06,SPX,-2.9384
2025-05-07,AAPL,-11.4115
2025-05-07,GOOG,-8.5796
2025-05-07,MSFT,11.1239
2025-05-07,NVDA,2.9008
2025-05-07,SPX,-1.4166
2025-05-08,AAPL,-11.7757
2025-05-08,GOOG,-5.0768
2025-05-08,MSFT,12.1844
2025-05-08,NVDA,5.3307
2025-05-08,SPX,-0.5159
2025-05-09,AAPL,-8.8894
2025-05-09,GOOG,-1.0765
2025-05-09,MSFT,15.8210
2025-05-09,NVDA,6.3645
2025-05-09,SPX,1.4150
2025-05-12,AAPL,-5.1051
2025-05-12,GOOG,2.1443
2025-05-12,MSFT,19.6782
2025-05-12,NVDA,13.4896
2025-05-12,SPX,4.1402
2025-05-13,AAPL,-4.5970
2025-05-13,GOOG,1.2651
2025-05-13,MSFT,17.5175
2025-05-13,NVDA,17.9573
2025-05-13,SPX,4.4999
2025-05-14,AAPL,-5.1632
2025-05-14,GOOG,5.0044
2025-05-14,MSFT,18.5272
2025-05-14,NVDA,22.5684
2025-05-14,SPX,3.9078
2025-05-15,AAPL,4.0652
2025-05-15,GOOG,8.3666
2025-05-15,MSFT,21.4468
2025-05-15,NVDA,32.4460
2025-05-15,SPX,9.6434
2025-05-16,AAPL,12.1457
2025-05-16,GOOG,13.3275
2025-05-16,MSFT,26.2422
2025-05-16,NVDA,43.5691
2025-05-16,SPX,17.4278
2025-05-19,AAPL,15.0557
2025-05-19,GOOG,12.4832
2025-05-19,MSFT,28.2261
2025-05-19,NVDA,38.8468
2025-05-19,SPX,17.8053
2025-05-20,AAPL,19.9745
2025-05-20,GOOG,12.7848
2025-05-20,MSFT,29.2221
2025-05-20,NVDA,39.5431
2025-05-20,SPX,19.2200
2025-05-21,AAPL,1.6294
2025-05-21,GOOG,5.5880
2025-05-21,MSFT,15.8980
2025-05-21,NVDA,15.2803
2025-05-21,SPX,7.1049
2025-05-22,AAPL,5.7452
2025-05-22,GOOG,10.6906
2025-05-22,MSFT,19.2763
2025-05-22,NVDA,23.4824
2025-05-22,SPX,10.8951
2025-05-23,AAPL,-1.4534
2025-05-23,GOOG,6.3927
2025-05-23,MSFT,15.8914
2025-05-23,NVDA,18.3539
2025-05-23,SPX,8.1937
2025-05-26,AAPL,-3.5799
2025-05-26,GOOG,5.0288
2025-05-26,MSFT,16.0826
2025-05-26,NVDA,18.5891
2025-05-26,SPX,7.3410
2025-05-27,AAPL,-0.9548
2025-05-27,GOOG,9.6420
2025-05-27,MSFT,19.4333
2025-05-27,NVDA,20.7665
2025-05-27,SPX,9.7266
2025-05-28,AAPL,3.1657
2025-05-28,GOOG,11.4984
2025-05-28,MSFT,23.0753
2025-05-28,NVDA,29.0171
2025-05-28,SPX,11.6165
2025-05-29,AAPL,1.5078
2025-05-29,GOOG,12.7804
2025-05-29,MSFT,24.7159
2025-05-29,NVDA,37.1465
2025-05-29,SPX,11.9157
2025-05-30,AAPL,1.9647
2025-05-30,GOOG,12.7087
2025-05-30,MSFT,25.1727
2025-05-30,NVDA,33.1461
2025-05-30,SPX,11.9066
2025-06-02,AAPL,4.4212
2025-06-02,GOOG,13.6861
2025-06-02,MSFT,28.6395
2025-06-02,NVDA,41.7604
2025-06-02,SPX,15.0777
2025-06-03,AAPL,1.7673
2025-06-03,GOOG,8.9734
2025-06-03,MSFT,26.2118
2025-06-03,NVDA,42.8051
2025-06-03,SPX,12.9092
2025-06-04,AAPL,-0.8700
2025-06-04,GOOG,7.3992
2025-06-04,MSFT,23.9002
2025-06-04,NVDA,38.1754
2025-06-04,SPX,11.0671
2025-06-05,AAPL,-3.7145
2025-06-05,GOOG,5.1650
2025-06-05,MSFT,20.7539
2025-06-05,NVDA,31.5325
2025-06-05,SPX,8.2871
2025-06-06,AAPL,-2.5612
2025-06-06,GOOG,6.7562
2025-06-06,MSFT,20.0408
2025-06-06,NVDA,27.6642
2025-06-06,SPX,8.5997
2025-06-09,AAPL,-4.1353
2025-06-09,GOOG,9.3646
2025-06-09,MSFT,20.8585
2025-06-09,NVDA,31.1781
2025-06-09,SPX,8.6300
2025-06-10,AAPL,-4.0434
2025-06-10,GOOG,11.0761
2025-06-10,MSFT,19.5107
2025-06-10,NVDA,32.0492
2025-06-10,SPX,8.5955
2025-06-11,AAPL,-6.4565
2025-06-11,GOOG,11.1256
2025-06-11,MSFT,19.5719
2025-06-11,NVDA,31.1329
2025-06-11,SPX,8.1375
2025-06-12,AAPL,-6.6192
2025-06-12,GOOG,8.7106
2025-06-12,MSFT,12.5693
2025-06-12,NVDA,29.9167
2025-06-12,SPX,7.8713
2025-06-13,AAPL,-4.3341
2025-06-13,GOOG,6.0732
2025-06-13,MSFT,9.1160
2025-06-13,NVDA,23.9913
2025-06-13,SPX,5.1049
2025-06-16,AAPL,-0.2363
2025-06-16,GOOG,7.1605
2025-06-16,MSFT,9.8517
2025-06-16,NVDA,27.1218
2025-06-16,SPX,6.7735
2025-06-17,AAPL,-1.4458
2025-06-17,GOOG,7.2821
2025-06-17,MSFT,10.3229
2025-06-17,NVDA,26.9332
2025-06-17,SPX,6.7026
2025-06-18,AAPL,0.1682
2025-06-18,GOOG,13.8613
2025-06-18,MSFT,10.8204
2025-06-18,NVDA,24.2781
2025-06-18,SPX,6.2080
2025-06-19,AAPL,-0.4608
2025-06-19,GOOG,11.7047
2025-06-19,MSFT,9.6013
2025-06-19,NVDA,23.9499
2025-06-19,SPX,5.5956
2025-06-20,AAPL,1.2441
2025-06-20,GOOG,8.6475
2025-06-20,MSFT,8.8141
2025-06-20,NVDA,23.3176
2025-06-20,SPX,5.4405
2025-06-23,AAPL,-4.4072
2025-06-23,GOOG,4.0293
2025-06-23,MSFT,8.1779
2025-06-23,NVDA,17.2114
2025-06-23,SPX,3.0968
2025-06-24,AAPL,-5.9315
2025-06-24,GOOG,4.2576
2025-06-24,MSFT,9.1219
2025-06-24,NVDA,13.8305
2025-06-24,SPX,3.4932
2025-06-25,AAPL,-5.0723
2025-06-25,GOOG,2.8056
2025-06-25,MSFT,8.6833
2025-06-25,NVDA,14.0166
2025-06-25,SPX,3.3870
2025-06-26,AAPL,-4.9421
2025-06-26,GOOG,5.4595
2025-06-26,MSFT,9.7809
2025-06-26,NVDA,14.9744
2025-06-26,SPX,3.7873
2025-06-27,AAPL,-4.8187
2025-06-27,GOOG,6.4743
2025-06-27,MSFT,9.1730
2025-06-27,NVDA,16.5066
2025-06-27,SPX,3.6032
2025-06-30,AAPL,-1.7291
2025-06-30,GOOG,5.6711
2025-06-30,MSFT,8.3989
2025-06-30,NVDA,16.5376
2025-06-30,SPX,4.0471
2025-07-01,AAPL,0.4641
2025-07-01,GOOG,7.0106
2025-07-01,MSFT,7.3946
2025-07-01,NVDA,14.0795
2025-07-01,SPX,4.3355
2025-07-02,AAPL,5.1215
2025-07-02,GOOG,5.7039
2025-07-02,MSFT,8.5114
2025-07-02,NVDA,19.3096
2025-07-02,SPX,6.5498
2025-07-03,AAPL,6.0538
2025-07-03,GOOG,4.9831
2025-07-03,MSFT,9.6689
2025-07-03,NVDA,19.9578
2025-07-03,SPX,7.4861
2025-07-07,AAPL,7.5178
2025-07-07,GOOG,4.6996
2025-07-07,MSFT,10.5602
2025-07-07,NVDA,20.5271
2025-07-07,SPX,7.3612
2025-07-08,AAPL,7.5485
2025-07-08,GOOG,3.2844
2025-07-08,MSFT,10.3159
2025-07-08,NVDA,21.8676
2025-07-08,SPX,7.2844
2025-07-09,AAPL,5.4593
2025-07-09,GOOG,2.1152
2025-07-09,MSFT,9.2948
2025-07-09,NVDA,20.2066
2025-07-09,SPX,5.7708
2025-07-10,AAPL,5.9824
2025-07-10,GOOG,3.0684
2025-07-10,MSFT,9.6467
2025-07-10,NVDA,21.7269
2025-07-10,SPX,6.6555
2025-07-11,AAPL,5.6064
2025-07-11,GOOG,4.8277
2025-07-11,MSFT,9.7323
2025-07-11,NVDA,18.4855
2025-07-11,SPX,5.8791
2025-07-14,AAPL,3.8686
2025-07-14,GOOG,5.7622
2025-07-14,MSFT,9.2667
2025-07-14,NVDA,21.4164
2025-07-14,SPX,6.0367
2025-07-15,AAPL,3.6738
2025-07-15,GOOG,7.4720
2025-07-15,MSFT,9.4920
2025-07-15,NVDA,24.2539
2025-07-15,SPX,5.1857
2025-07-16,AAPL,3.3896
2025-07-16,GOOG,9.5761
2025-07-16,MSFT,9.2123
2025-07-16,NVDA,21.3497
2025-07-16,SPX,4.9131
2025-07-17,AAPL,3.5499
2025-07-17,GOOG,9.0383
2025-07-17,MSFT,10.3111
2025-07-17,NVDA,21.8997
2025-07-17,SPX,5.4691
2025-07-18,AAPL,5.2584
2025-07-18,GOOG,9.4989
2025-07-18,MSFT,9.0596
2025-07-18,NVDA,23.1588
2025-07-18,SPX,6.0191
2025-07-21,AAPL,4.1977
2025-07-21,GOOG,9.2785
2025-07-21,MSFT,8.4357
2025-07-21,NVDA,20.9286
2025-07-21,SPX,5.0870
2025-07-22,AAPL,6.4284
2025-07-22,GOOG,8.1518
2025-07-22,MSFT,6.8789
2025-07-22,NVDA,17.1072
2025-07-22,SPX,5.0574
2025-07-23,AAPL,5.6644
2025-07-23,GOOG,6.3885
2025-07-23,MSFT,7.4216
2025-07-23,NVDA,18.6302
2025-07-23,SPX,5.3007
2025-07-24,AAPL,7.5360
2025-07-24,GOOG,8.0597
2025-07-24,MSFT,8.0953
2025-07-24,NVDA,21.6411
2025-07-24,SPX,5.6642
2025-07-25,AAPL,7.3695
2025-07-25,GOOG,9.6683
2025-07-25,MSFT,7.2755
2025-07-25,NVDA,19.6552
2025-07-25,SPX,5.6802
2025-07-28,AAPL,8.9590
2025-07-28,GOOG,9.9727
2025-07-28,MSFT,7.9038
2025-07-28,NVDA,24.4981
2025-07-28,SPX,6.9065
2025-07-29,AAPL,6.4762
2025-07-29,GOOG,10.3911
2025-07-29,MSFT,6.9771
2025-07-29,NVDA,21.3007
2025-07-29,SPX,5.5983
2025-07-30,AAPL,6.8544
2025-07-30,GOOG,11.4033
2025-07-30,MSFT,7.3634
2025-07-30,NVDA,24.3894
2025-07-30,SPX,6.3546
2025-07-31,AAPL,5.5906
2025-07-31,GOOG,10.8518
2025-07-31,MSFT,11.0903
2025-07-31,NVDA,22.2642
2025-07-31,SPX,5.9944
2025-08-01,AAPL,2.9505
2025-08-01,GOOG,9.1792
2025-08-01,MSFT,9.1350
2025-08-01,NVDA,19.4116
2025-08-01,SPX,4.2994
2025-08-04,AAPL,1.1692
2025-08-04,GOOG,16.7054
2025-08-04,MSFT,12.1994
2025-08-04,NVDA,25.1303
2025-08-04,SPX,6.0675
2025-08-05,AAPL,0.7047
2025-08-05,GOOG,17.6556
2025-08-05,MSFT,8.5905
2025-08-05,NVDA,23.6457
2025-08-05,SPX,4.5479
2025-08-06,AAPL,6.4653
2025-08-06,GOOG,17.3960
2025-08-06,MSFT,7.1066
2025-08-06,NVDA,21.3117
2025-08-06,SPX,4.1509
2025-08-07,AAPL,9.1635
2025-08-07,GOOG,15.0388
2025-08-07,MSFT,5.8037
2025-08-07,NVDA,17.1473
2025-08-07,SPX,4.0682
2025-08-08,AAPL,14.1045
2025-08-08,GOOG,15.8574
2025-08-08,MSFT,4.9432
2025-08-08,NVDA,17.8558
2025-08-08,SPX,4.0454
2025-08-11,AAPL,12.9799
2025-08-11,GOOG,13.1037
2025-08-11,MSFT,5.2083
2025-08-11,NVDA,15.4105
2025-08-11,SPX,3.2460
2025-08-12,AAPL,11.9316
2025-08-12,GOOG,15.0910
2025-08-12,MSFT,6.3991
2025-08-12,NVDA,15.9314
2025-08-12,SPX,3.8809
2025-08-13,AAPL,12.2750
2025-08-13,GOOG,14.7646
2025-08-13,MSFT,5.7982
2025-08-13,NVDA,18.4540
2025-08-13,SPX,4.3332
2025-08-14,AAPL,9.5745
2025-08-14,GOOG,13.3845
2025-08-14,MSFT,6.3919
2025-08-14,NVDA,15.7520
2025-08-14,SPX,3.8719
2025-08-15,AAPL,8.4477
2025-08-15,GOOG,13.4921
2025-08-15,MSFT,4.2759
2025-08-15,NVDA,13.2484
2025-08-15,SPX,2.7145
2025-08-18,AAPL,9.9738
2025-08-18,GOOG,15.0541
2025-08-18,MSFT,3.8938
2025-08-18,NVDA,15.0215
2025-08-18,SPX,3.5180
2025-08-19,AAPL,9.7852
2025-08-19,GOOG,15.6029
2025-08-19,MSFT,2.6479
2025-08-19,NVDA,9.7750
2025-08-19,SPX,2.9853
2025-08-20,AAPL,7.0427
2025-08-20,GOOG,12.6815
2025-08-20,MSFT,0.4389
2025-08-20,NVDA,7.6866
2025-08-20,SPX,2.1158
2025-08-21,AAPL,5.8801
2025-08-21,GOOG,12.2664
2025-08-21,MSFT,0.5504
2025-08-21,NVDA,6.6301
2025-08-21,SPX,1.4284
2025-08-22,AAPL,7.8613
2025-08-22,GOOG,14.0147
2025-08-22,MSFT,0.7768
2025-08-22,NVDA,7.9251
2025-08-22,SPX,3.3094
2025-08-25,AAPL,8.8870
2025-08-25,GOOG,14.4139
2025-08-25,MSFT,0.2465
2025-08-25,NVDA,9.5935
2025-08-25,SPX,2.7241
2025-08-26,AAPL,9.6600
2025-08-26,GOOG,13.5718
2025-08-26,MSFT,-0.7473
2025-08-26,NVDA,6.4851
2025-08-26,SPX,3.5584
2025-08-27,AAPL,9.6736
2025-08-27,GOOG,13.2992
2025-08-27,MSFT,0.2215
2025-08-27,NVDA,5.9695
2025-08-27,SPX,3.4756
2025-08-28,AAPL,10.7323
2025-08-28,GOOG,14.9811
2025-08-28,MSFT,-0.4026
2025-08-28,NVDA,4.1445
2025-08-28,SPX,3.2474
2025-08-29,AAPL,9.9252
2025-08-29,GOOG,14.8381
2025-08-29,MSFT,-0.6588
2025-08-29,NVDA,1.0266
2025-08-29,SPX,2.5961
2025-09-01,AAPL,9.2526
2025-09-01,GOOG,11.7081
2025-09-01,MSFT,-0.6607
2025-09-01,NVDA,1.6338
2025-09-01,SPX,2.4527
2025-09-02,AAPL,7.1455
2025-09-02,GOOG,10.3482
2025-09-02,MSFT,-0.0297
2025-09-02,NVDA,2.2451
2025-09-02,SPX,1.6787
2025-09-03,AAPL,11.3565
2025-09-03,GOOG,20.6725
2025-09-03,MSFT,-0.1028
2025-09-03,NVDA,-0.0937
2025-09-03,SPX,1.4051
2025-09-04,AAPL,12.1725
2025-09-04,GOOG,20.4244
2025-09-04,MSFT,-0.5696
2025-09-04,NVDA,-1.1972
2025-09-04,SPX,2.1801
2025-09-05,AAPL,12.0675
2025-09-05,GOOG,21.1717
2025-09-05,MSFT,-3.6421
2025-09-05,NVDA,-3.7349
2025-09-05,SPX,1.4535
2025-09-08,AAPL,11.1329
2025-09-08,GOOG,21.0630
2025-09-08,MSFT,-2.7902
2025-09-08,NVDA,-4.7751
2025-09-08,SPX,1.6492
2025-09-09,AAPL,10.9244
2025-09-09,GOOG,22.1504
2025-09-09,MSFT,-2.7625
2025-09-09,NVDA,-2.7064
2025-09-09,SPX,2.2250
2025-09-10,AAPL,8.4860
2025-09-10,GOOG,21.3331
2025-09-10,MSFT,-2.5076
2025-09-10,NVDA,-1.0822
2025-09-10,SPX,2.6582
2025-09-11,AAPL,10.8204
2025-09-11,GOOG,24.8470
2025-09-11,MSFT,-6.0900
2025-09-11,NVDA,-0.3935
2025-09-11,SPX,3.9133
2025-09-12,AAPL,15.6587
2025-09-12,GOOG,27.0755
2025-09-12,MSFT,-2.7113
2025-09-12,NVDA,2.3601
2025-09-12,SPX,5.5511
2025-09-15,AAPL,16.4003
2025-09-15,GOOG,28.6130
2025-09-15,MSFT,-3.7861
2025-09-15,NVDA,-1.2500
2025-09-15,SPX,4.5078
2025-09-16,AAPL,17.3615
2025-09-16,GOOG,28.7221
2025-09-16,MSFT,-3.5452
2025-09-16,NVDA,-1.8961
2025-09-16,SPX,4.8827
2025-09-17,AAPL,12.0703
2025-09-17,GOOG,26.8789
2025-09-17,MSFT,-2.8422
2025-09-17,NVDA,-5.0886
2025-09-17,SPX,4.0234
2025-09-18,AAPL,8.1125
2025-09-18,GOOG,27.9045
2025-09-18,MSFT,-2.3788
2025-09-18,NVDA,-2.5059
2025-09-18,SPX,4.6050
2025-09-19,AAPL,7.0416
2025-09-19,GOOG,26.3002
2025-09-19,MSFT,-0.7873
2025-09-19,NVDA,-3.3005
2025-09-19,SPX,4.3026
2025-09-22,AAPL,12.7212
2025-09-22,GOOG,25.4178
2025-09-22,MSFT,-1.4029
2025-09-22,NVDA,0.8514
2025-09-22,SPX,5.0255
2025-09-23,AAPL,10.7903
2025-09-23,GOOG,23.5991
2025-09-23,MSFT,-3.7809
2025-09-23,NVDA,-2.5824
2025-09-23,SPX,3.2760
2025-09-24,AAPL,8.1344
2025-09-24,GOOG,22.0657
2025-09-24,MSFT,-2.0035
2025-09-24,NVDA,-2.5442
2025-09-24,SPX,2.6504
2025-09-25,AAPL,10.3488
2025-09-25,GOOG,20.9744
2025-09-25,MSFT,-2.9571
2025-09-25,NVDA,-2.3789
2025-09-25,SPX,2.1053
2025-09-26,AAPL,10.3070
2025-09-26,GOOG,20.6286
2025-09-26,MSFT,-1.6745
2025-09-26,NVDA,-1.2524
2025-09-26,SPX,3.0063
2025-09-29,AAPL,10.1953
2025-09-29,GOOG,19.6143
2025-09-29,MSFT,-0.4835
2025-09-29,NVDA,-0.0879
2025-09-29,SPX,3.2882
2025-09-30,AAPL,10.4398
2025-09-30,GOOG,20.2775
2025-09-30,MSFT,1.6046
2025-09-30,NVDA,6.2286
2025-09-30,SPX,4.3219
2025-10-01,AAPL,13.0260
2025-10-01,GOOG,22.6535
2025-10-01,MSFT,2.7664
2025-10-01,NVDA,6.7503
2025-10-01,SPX,4.9317
2025-10-02,AAPL,14.3308
2025-10-02,GOOG,22.8342
2025-10-02,MSFT,2.2807
2025-10-02,NVDA,7.9495
2025-10-02,SPX,5.4187
2025-10-03,AAPL,13.2859
2025-10-03,GOOG,19.2192
2025-10-03,MSFT,1.9952
2025-10-03,NVDA,5.4104
2025-10-03,SPX,3.8485
2025-10-06,AAPL,12.9996
2025-10-06,GOOG,20.2477
2025-10-06,MSFT,4.8209
2025-10-06,NVDA,3.1867
2025-10-06,SPX,4.6738
2025-10-07,AAPL,11.8486
2025-10-07,GOOG,18.8411
2025-10-07,MSFT,4.3702
2025-10-07,NVDA,1.7990
2025-10-07,SPX,3.8455
2025-10-08,AAPL,11.9615
2025-10-08,GOOG,17.8906
2025-10-08,MSFT,3.5738
2025-10-08,NVDA,4.1355
2025-10-08,SPX,4.2016
2025-10-09,AAPL,9.2363
2025-10-09,GOOG,14.0509
2025-10-09,MSFT,2.5037
2025-10-09,NVDA,6.8824
2025-10-09,SPX,3.5874
2025-10-10,AAPL,5.6561
2025-10-10,GOOG,11.2209
2025-10-10,MSFT,0.8427
2025-10-10,NVDA,5.1556
2025-10-10,SPX,1.4280
2025-10-13,AAPL,6.6856
2025-10-13,GOOG,14.5694
2025-10-13,MSFT,1.4526
2025-10-13,NVDA,8.1180
2025-10-13,SPX,3.0101
2025-10-14,AAPL,7.8574
2025-10-14,GOOG,16.1328
2025-10-14,MSFT,1.6729
2025-10-14,NVDA,5.4163
2025-10-14,SPX,3.5659
2025-10-15,AAPL,4.5582
2025-10-15,GOOG,8.9182
2025-10-15,MSFT,1.5989
2025-10-15,NVDA,5.3980
2025-10-15,SPX,3.4552
2025-10-16,AAPL,3.1988
2025-10-16,GOOG,8.2610
2025-10-16,MSFT,0.7166
2025-10-16,NVDA,5.9129
